id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1613807845266399233	1613807845266399233	2023-01-13 13:29:08 India Standard Time	2023-01-13	13:29:08	+0530	242431405	safarmahdi78	MJS ™️ ♻️		I rated Im Westen nichts Neues (2022) 8/10 #IMDb  https://t.co/taGbrvHREA	de	[]	['https://www.imdb.com/title/tt1016150']	[]	0	0	0	['imdb']	[]	https://twitter.com/safarmahdi78/status/1613807845266399233	False		0								[]				
1613793765331992577	1613793765331992577	2023-01-13 12:33:11 India Standard Time	2023-01-13	12:33:11	+0530	2358292310	markyeg	Mark		I rated Nanny (2022) 3/10 #IMDb  https://t.co/59o8i6mQuU	en	[]	['https://www.imdb.com/title/tt10931784']	[]	0	0	0	['imdb']	[]	https://twitter.com/markyeg/status/1613793765331992577	False		0								[]				
1613785806598029313	1613785806598029313	2023-01-13 12:01:33 India Standard Time	2023-01-13	12:01:33	+0530	4694961992	brilliant4n	144hz		I rated Puss in Boots: The Last Wish (2022) 7/10 #IMDb  https://t.co/KDBVWzdgos	en	[]	['https://www.imdb.com/title/tt3915174']	[]	1	0	0	['imdb']	[]	https://twitter.com/Brilliant4N/status/1613785806598029313	False		0								[]				
1613775675520860162	1613775675520860162	2023-01-13 11:21:18 India Standard Time	2023-01-13	11:21:18	+0530	105665623	vetalo99	🇬🇧 Kalamar Bira 🏴󠁧󠁢󠁥󠁮󠁧󠁿		I rated The Menu (2022) 7/10 #IMDb  https://t.co/miYt9bi8RN	en	[]	['https://www.imdb.com/title/tt9764362']	[]	0	0	0	['imdb']	[]	https://twitter.com/VetAlo99/status/1613775675520860162	False		0								[]				
1613773157084852226	1613773157084852226	2023-01-13 11:11:17 India Standard Time	2023-01-13	11:11:17	+0530	101087679	bigronbaybe	Ron Baggett		I rated Accused: Guilty or Innocent?: Screwdriver Stabbing or Defending My Family? (S4.E1) 6/10 #IMDb  https://t.co/agzjGvqYoe	en	[]	['https://www.imdb.com/title/tt25967772']	[]	0	0	1	['imdb']	[]	https://twitter.com/BigRonBaybe/status/1613773157084852226	False		0								[]				
1613770796094169088	1613770796094169088	2023-01-13 11:01:54 India Standard Time	2023-01-13	11:01:54	+0530	24350616	drun007	Drun		I rated Schitt's Creek (2015–2020) 8/10 #IMDb  https://t.co/HwtJmscCIe	en	[]	['https://www.imdb.com/title/tt3526078']	[]	0	0	0	['imdb']	[]	https://twitter.com/drun007/status/1613770796094169088	False		0								[]				
1613762783648038912	1613762783648038912	2023-01-13 10:30:04 India Standard Time	2023-01-13	10:30:04	+0530	2259426482	jj_moviereviews	J.J. Jung		I rated Monk: Mr. Monk Stays in Bed (S4.E3) 8/10 #IMDb  https://t.co/Ne9fCfUpbc	en	[]	['https://www.imdb.com/title/tt0650617']	[]	0	0	0	['imdb']	[]	https://twitter.com/JJ_MovieReviews/status/1613762783648038912	False		0								[]				
1613762070562082817	1613762070562082817	2023-01-13 10:27:14 India Standard Time	2023-01-13	10:27:14	+0530	203452494	bmusharraff	Baba Musharraff		I rated Blow Out (1981) 6/10 #IMDb  https://t.co/OHSvAd2qtb	en	[]	['https://www.imdb.com/title/tt0082085']	[]	0	0	0	['imdb']	[]	https://twitter.com/bmusharraff/status/1613762070562082817	False		0								[]				
1613755234572029952	1613755234572029952	2023-01-13 10:00:04 India Standard Time	2023-01-13	10:00:04	+0530	340871053	abdk_90	Abdullah Alsarraf		I rated Don't F**k with Cats: Hunting an Internet Killer (2019–2019) 8/10 #IMDb  https://t.co/jEfPoxvGn8	en	[]	['https://www.imdb.com/title/tt11318602']	[]	0	0	0	['imdb']	[]	https://twitter.com/abdk_90/status/1613755234572029952	False		0								[]				
1613754970284646400	1613754970284646400	2023-01-13 09:59:01 India Standard Time	2023-01-13	09:59:01	+0530	28192331	sfpbth7	Ronald Cooper		I rated Everything Everywhere All at Once (2022) 10/10 #IMDb  https://t.co/9FKcem9Ybq	en	[]	['https://www.imdb.com/title/tt6710474']	[]	0	0	0	['imdb']	[]	https://twitter.com/sfpbth7/status/1613754970284646400	False		0								[]				
1613748155476242434	1613748155476242434	2023-01-13 09:31:56 India Standard Time	2023-01-13	09:31:56	+0530	1348087153	n_all9	Najwa		ساعتين رهيبة جدًا والثالثة كملت باللقاء للشخصية الحقيقية 🔥 ما أدري ويني عن هالفلم من زمان 🚶🏻‍♀️   I rated #Catch_me_if_you_can ( 2002 ) :10/10 #IMDb   https://t.co/vpHqabv1P0  https://t.co/EFgWnXhbwt	ar	[]	['https://youtu.be/vsMydMDi3rI']	['https://pbs.twimg.com/tweet_video_thumb/FmUvY3wXkAAxD-7.jpg', 'https://pbs.twimg.com/tweet_video_thumb/FmUvY30WAAAHC_5.jpg']	0	0	0	['catch_me_if_you_can', 'imdb']	[]	https://twitter.com/n_all9/status/1613748155476242434	False		1	https://pbs.twimg.com/tweet_video_thumb/FmUvY3wXkAAxD-7.jpg							[]				
1613744335803006977	1613744335803006977	2023-01-13 09:16:46 India Standard Time	2023-01-13	09:16:46	+0530	616161326	ju__m9	ٰ		"“ستأكل أقل مما تتوقع وأكثر مما تستحق“  عبقريّة مارك ميلود التي ابدعت في ابراز حياة الطبقة الثريّة في مسلسل ""Succession"" ، هاهو يقدم كوميديا سوداء مميزة على طبق مُزيّن تعشقه عيون تلك الطبقة المخمليّة ممزوجة بالرعب والسخرية I rated The Menu (2022) 8/10 #IMDb  https://t.co/tvPmiQ90GW"	ar	[]	['https://www.imdb.com/title/tt9764362']	[]	1	0	1	['imdb']	[]	https://twitter.com/Ju__M9/status/1613744335803006977	False		0								[]				
1613743158856130561	1613743158856130561	2023-01-13 09:12:05 India Standard Time	2023-01-13	09:12:05	+0530	31220726	sanbarreiro	Santiago Barreiro T ®		I rated Lost: The Little Prince (S5.E4) 9/10 #IMDb @IMDb #StarPlusLA #StarPlusLASBT @StarPlusLA #LOST #LOSTSBT #LOSTseries   https://t.co/ZWYrKvw5rB	en	[{'screen_name': 'imdb', 'name': 'imdb', 'id': '17602896'}, {'screen_name': 'starplusla', 'name': 'star+ latinoamérica', 'id': '1349470279492272128'}]	['https://www.imdb.com/title/tt1321693']	[]	0	0	0	['imdb', 'starplusla', 'starpluslasbt', 'lost', 'lostsbt', 'lostseries']	[]	https://twitter.com/sanbarreiro/status/1613743158856130561	False		0								[]				
1613743049187725314	1613743049187725314	2023-01-13 09:11:39 India Standard Time	2023-01-13	09:11:39	+0530	31220726	sanbarreiro	Santiago Barreiro T ®		I rated Lost: Jughead (S5.E3) 8/10 #IMDb @IMDb #StarPlusLA #StarPlusLASBT @StarPlusLA #LOST #LOSTSBT #LOSTseries   https://t.co/xANOR8IRKT	en	[{'screen_name': 'imdb', 'name': 'imdb', 'id': '17602896'}, {'screen_name': 'starplusla', 'name': 'star+ latinoamérica', 'id': '1349470279492272128'}]	['https://www.imdb.com/title/tt1319361']	[]	0	0	0	['imdb', 'starplusla', 'starpluslasbt', 'lost', 'lostsbt', 'lostseries']	[]	https://twitter.com/sanbarreiro/status/1613743049187725314	False		0								[]				
1613739224133427201	1613739224133427201	2023-01-13 08:56:27 India Standard Time	2023-01-13	08:56:27	+0530	1264352972	bhck7	Lord Conte		I rated The Mule (2018) 5/10 #IMDb   https://t.co/zKNSF6BL0V	en	[]	['https://www.imdb.com/title/tt7959026']	[]	0	0	0	['imdb']	[]	https://twitter.com/bhck7/status/1613739224133427201	False		0								[]				
1613739121972858880	1613739121972858880	2023-01-13 08:56:03 India Standard Time	2023-01-13	08:56:03	+0530	1264352972	bhck7	Lord Conte		I rated Bad Times at the El Royale (2018) 6/10 #IMDb   https://t.co/YccRNMjo6L	en	[]	['https://www.imdb.com/title/tt6628394']	[]	1	0	0	['imdb']	[]	https://twitter.com/bhck7/status/1613739121972858880	False		0								[]				
1613739010593005568	1613739010593005568	2023-01-13 08:55:36 India Standard Time	2023-01-13	08:55:36	+0530	1264352972	bhck7	Lord Conte		I rated Men in Black 3 (2012) 7/10 #IMDb   https://t.co/xzhdia1o3z	en	[]	['https://www.imdb.com/title/tt1409024']	[]	0	0	0	['imdb']	[]	https://twitter.com/bhck7/status/1613739010593005568	False		0								[]				
1613738959397347333	1613738959397347333	2023-01-13 08:55:24 India Standard Time	2023-01-13	08:55:24	+0530	1264352972	bhck7	Lord Conte		I rated Men in Black II (2002) 5/10 #IMDb   https://t.co/fEbwbGupU8	en	[]	['https://www.imdb.com/title/tt0120912']	[]	0	0	0	['imdb']	[]	https://twitter.com/bhck7/status/1613738959397347333	False		0								[]				
1613737576375918592	1613737576375918592	2023-01-13 08:49:54 India Standard Time	2023-01-13	08:49:54	+0530	52952764	hey_miki_	Hey Miki		I rated Gentlemen Prefer Blondes (1953) 8/10 #IMDb  https://t.co/TbiDEUZTbt	en	[]	['https://www.imdb.com/title/tt0045810']	[]	0	0	0	['imdb']	[]	https://twitter.com/Hey_Miki_/status/1613737576375918592	False		0								[]				
1613734451481026563	1613734451481026563	2023-01-13 08:37:29 India Standard Time	2023-01-13	08:37:29	+0530	99011822	dimitrisfriend	vibe catcher		I rated Aqua Teen Hunger Force (2000–2015) 10/10 #IMDb peak comedy here folks  https://t.co/vbJc5dojjZ	en	[]	['https://www.imdb.com/title/tt0297494']	[]	0	0	0	['imdb']	[]	https://twitter.com/dimitrisfriend/status/1613734451481026563	False		0								[]				
1613732750250414081	1613732750250414081	2023-01-13 08:30:44 India Standard Time	2023-01-13	08:30:44	+0530	2793296237	cinemacidal	cinemacide		I rated Dracula II: Ascension (2003) 5/10 #IMDb  https://t.co/Qk8wwCgp89	en	[]	['https://www.imdb.com/title/tt0336325']	[]	0	0	0	['imdb']	[]	https://twitter.com/cinemacidal/status/1613732750250414081	False		0								[]				
1613730426417209344	1613730426417209344	2023-01-13 08:21:29 India Standard Time	2023-01-13	08:21:29	+0530	2793296237	cinemacidal	cinemacide		I rated Shin Ultraman (2022) 6/10 #IMDb  https://t.co/NoeKT7d8xQ	en	[]	['https://www.imdb.com/title/tt10737918']	[]	0	0	1	['imdb']	[]	https://twitter.com/cinemacidal/status/1613730426417209344	False		0								[]				
1613730265196822534	1613730265196822534	2023-01-13 08:20:51 India Standard Time	2023-01-13	08:20:51	+0530	1444863268242149377	iversonnn157	z		I rated Cure (1997) 9/10 #IMDb  https://t.co/9Jt15ihAAy	en	[]	['https://www.imdb.com/title/tt0123948']	[]	0	0	0	['imdb']	[]	https://twitter.com/iversonnn157/status/1613730265196822534	False		0								[]				
1613728643074719751	1613728643074719751	2023-01-13 08:14:24 India Standard Time	2023-01-13	08:14:24	+0530	71884272	mickelmoney	Mike Hopkins		I rated The Menu (2022) 7/10 #IMDb  https://t.co/Ae1EaXi38A	en	[]	['https://www.imdb.com/title/tt9764362']	[]	0	0	0	['imdb']	[]	https://twitter.com/mickelmoney/status/1613728643074719751	False		0								[]				
1613723738645884934	1613723738645884934	2023-01-13 07:54:55 India Standard Time	2023-01-13	07:54:55	+0530	161053253	cemmyk	Adanali James(Cemmy)		I rated The Pale Blue Eye (2022) 6.7/10 #IMDb  https://t.co/28vImVZszA	en	[]	['https://www.imdb.com/title/tt14138650']	[]	0	0	0	['imdb']	[]	https://twitter.com/CemmyK/status/1613723738645884934	False		0								[]				
1613723467945320448	1613723467945320448	2023-01-13 07:53:50 India Standard Time	2023-01-13	07:53:50	+0530	1369085340045242372	emmeyii	𝖊⤻		I rated Decision to Leave (2022) 8/10 #IMDb  https://t.co/f3bncJECOD	en	[]	['https://www.imdb.com/title/tt12477480']	[]	0	0	0	['imdb']	[]	https://twitter.com/emmeyii/status/1613723467945320448	False		0								[]				
1613723168954540033	1613723168954540033	2023-01-13 07:52:39 India Standard Time	2023-01-13	07:52:39	+0530	161053253	cemmyk	Adanali James(Cemmy)		I rated The Stranger (2022) 6/10 #IMDb  https://t.co/iHjqQ0COcC	en	[]	['https://www.imdb.com/title/tt11897478']	[]	0	0	0	['imdb']	[]	https://twitter.com/CemmyK/status/1613723168954540033	False		0								[]				
1613720363992506369	1613720363992506369	2023-01-13 07:41:30 India Standard Time	2023-01-13	07:41:30	+0530	101087679	bigronbaybe	Ron Baggett		I rated The Menu (2022) 7/10 #IMDb  https://t.co/KHUPphg6co	en	[]	['https://www.imdb.com/title/tt9764362']	[]	0	0	0	['imdb']	[]	https://twitter.com/BigRonBaybe/status/1613720363992506369	False		0								[]				
1613716104286715905	1613716104286715905	2023-01-13 07:24:35 India Standard Time	2023-01-13	07:24:35	+0530	425011416	iand97i	عنود		I rated The Wonder (2022) 7/10 #IMDb  https://t.co/iiM5JrMFsd	en	[]	['https://www.imdb.com/title/tt9288822']	[]	0	0	0	['imdb']	[]	https://twitter.com/iand97i/status/1613716104286715905	False		0								[]				
1613714463752081408	1613714463752081408	2023-01-13 07:18:04 India Standard Time	2023-01-13	07:18:04	+0530	95571794	kevin_inaz	Kevin in AZ		I rated Visions of Passion (2003) 6/10 #IMDb Aka Extreme Close Ups ⁦@fullmoonhorror⁩   Ava Lake ⁦@MiaZottoli⁩ illicitly videotapes her prostitute neighbor having sex with a married, family-values senator, then everyone gets naked. Recommended.  https://t.co/0sbhscXuZq	en	[{'screen_name': 'fullmoonhorror', 'name': 'full moon features', 'id': '54653813'}, {'screen_name': 'miazottoli', 'name': 'mia zottoli', 'id': '214309634'}]	['https://www.imdb.com/title/tt0384660']	[]	0	0	0	['imdb']	[]	https://twitter.com/Kevin_inAZ/status/1613714463752081408	False		0								[]				
1613712192653742081	1613712192653742081	2023-01-13 07:09:02 India Standard Time	2023-01-13	07:09:02	+0530	720675086097719296	aia_j	A J		I rated Operation Fortune: Ruse de guerre (2023) 5/10 #IMDb  https://t.co/PDgg6EXhuB	en	[]	['https://www.imdb.com/title/tt7985704']	[]	0	0	0	['imdb']	[]	https://twitter.com/AiA_J/status/1613712192653742081	False		0								[]				
1613711443567812613	1613711443567812613	2023-01-13 07:06:04 India Standard Time	2023-01-13	07:06:04	+0530	1885894542	captainpsych0	ＰＳＹＣＨＯ		I rated The Prestige (2006) 9/10 #IMDb  https://t.co/67Thc7DNoK	en	[]	['https://www.imdb.com/title/tt0482571']	[]	1	0	0	['imdb']	[]	https://twitter.com/CaptainPsych0/status/1613711443567812613	False		0								[]				
1613711352144531456	1613711352144531456	2023-01-13 07:05:42 India Standard Time	2023-01-13	07:05:42	+0530	2939664132	finallyazaam	RD		المبنى الحكائي يا سعد 🤯  I rated The Gentlemen (2019) 10/10 #IMDb  https://t.co/PbByIAxNcA	und	[]	['https://www.imdb.com/title/tt8367814']	[]	0	0	0	['imdb']	[]	https://twitter.com/finallyAzaam/status/1613711352144531456	False		0								[]				
1613709745537286145	1613709745537286145	2023-01-13 06:59:19 India Standard Time	2023-01-13	06:59:19	+0530	1417814889381384193	qz_96a	عبد العزيز		I rated As Good as It Gets (1997) 9/10 #IMDb  https://t.co/HvuhWExaln	en	[]	['https://www.imdb.com/title/tt0119822']	[]	0	0	0	['imdb']	[]	https://twitter.com/QZ_96A/status/1613709745537286145	False		0								[]				
1613707830971744256	1613707830971744256	2023-01-13 06:51:42 India Standard Time	2023-01-13	06:51:42	+0530	468478772	f_delaurentiis	Francisco De Laurentiis		I rated O Paciente (2022–2022) 8/10 #IMDb  https://t.co/qbbxQ0eD3L	en	[]	['https://www.imdb.com/title/tt15574312']	[]	0	0	0	['imdb']	[]	https://twitter.com/f_delaurentiis/status/1613707830971744256	False		0								[]				
1613707740106444802	1613707740106444802	2023-01-13 06:51:21 India Standard Time	2023-01-13	06:51:21	+0530	592787307	pascalarpin	Pascal Arpin		I rated Will Trent (2023– ) 7/10 #IMDb  https://t.co/GEMfmGTpgc	en	[]	['https://www.imdb.com/title/tt17543592']	[]	0	0	0	['imdb']	[]	https://twitter.com/PascalArpin/status/1613707740106444802	False		0								[]				
1613706270917201920	1613706270917201920	2023-01-13 06:45:30 India Standard Time	2023-01-13	06:45:30	+0530	1033025095588106241	x3li66	علي 🇦🇷		I rated Everything Everywhere All at Once (2022) 6/10 #IMDb  https://t.co/lMzY2iCaPI	en	[]	['https://www.imdb.com/title/tt6710474']	[]	0	0	0	['imdb']	[]	https://twitter.com/x3li66/status/1613706270917201920	False		0								[]				
1613701042755063811	1613701042755063811	2023-01-13 06:24:44 India Standard Time	2023-01-13	06:24:44	+0530	1332622775429828609	as_usual2	َ		I rated Rear Window (1954) 9/10 #IMDb  https://t.co/CoN27QqpnT	en	[]	['https://www.imdb.com/title/tt0047396']	[]	0	0	0	['imdb']	[]	https://twitter.com/as_usual2/status/1613701042755063811	False		0								[]				
1613699588426186757	1613699588426186757	2023-01-13 06:18:57 India Standard Time	2023-01-13	06:18:57	+0530	1316516335384485888	roadremi	رِتاج		I rated Green Book (2018) 8/10 #IMDb فيلم ماينمل منه جميل  https://t.co/8UVqsvWZtJ	und	[]	['https://www.imdb.com/title/tt6966692']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613699588426186757	False		0								[]				
1613699328035405824	1613699328035405824	2023-01-13 06:17:55 India Standard Time	2023-01-13	06:17:55	+0530	1316516335384485888	roadremi	رِتاج		I rated The Father (2020) 7/10 #IMDb  https://t.co/1nPf6UkhIy	en	[]	['https://www.imdb.com/title/tt10272386']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613699328035405824	False		0								[]				
1613699235299434496	1613699235299434496	2023-01-13 06:17:33 India Standard Time	2023-01-13	06:17:33	+0530	1316516335384485888	roadremi	رِتاج		I rated Jodaeiye Nader az Simin (2011) 7/10 #IMDb من الأفلام العظيمة بالمختصر  https://t.co/xXaBqkW3cI	und	[]	['https://www.imdb.com/title/tt1832382']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613699235299434496	False		0								[]				
1613699105804386304	1613699105804386304	2023-01-13 06:17:02 India Standard Time	2023-01-13	06:17:02	+0530	1316516335384485888	roadremi	رِتاج		I rated I don't feel at home in this world anymore. (2017) 7/10 #IMDb عجيب كوميديا سوداء   https://t.co/jUwqpyU4WW	und	[]	['https://www.imdb.com/title/tt5710514']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613699105804386304	False		0								[]				
1613698782390108163	1613698782390108163	2023-01-13 06:15:45 India Standard Time	2023-01-13	06:15:45	+0530	1316516335384485888	roadremi	رِتاج		I rated Enola Holmes 2 (2022) 6/10 #IMDb الأول حلو الثاني خايس   https://t.co/HQWVLUYcs6	und	[]	['https://www.imdb.com/title/tt14641788']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613698782390108163	False		0								[]				
1613698500247568385	1613698500247568385	2023-01-13 06:14:38 India Standard Time	2023-01-13	06:14:38	+0530	1316516335384485888	roadremi	رِتاج		I rated The Wonder (2022) 7/10 #IMDb نفسي ديني دراما   https://t.co/OUW51iwQg5	und	[]	['https://www.imdb.com/title/tt9288822']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613698500247568385	False		0								[]				
1613697715589750786	1613697715589750786	2023-01-13 06:11:31 India Standard Time	2023-01-13	06:11:31	+0530	1316516335384485888	roadremi	رِتاج		I rated Yuyeolui eumagaelbeom (2019) 7/10 #IMDb  https://t.co/1Cdh1iqe6a	ro	[]	['https://www.imdb.com/title/tt10763618']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613697715589750786	False		0								[]				
1613697452804120576	1613697452804120576	2023-01-13 06:10:28 India Standard Time	2023-01-13	06:10:28	+0530	1316516335384485888	roadremi	رِتاج		I rated Lamya's Poem (2021) 8/10 #IMDb A young refugee girl fleeing violence and war finds a book of poetry by the celebrated 13th century poet, Rumi.  https://t.co/gcj18EccDT	en	[]	['https://www.imdb.com/title/tt10346674']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613697452804120576	False		0								[]				
1613697086939078656	1613697086939078656	2023-01-13 06:09:01 India Standard Time	2023-01-13	06:09:01	+0530	1316516335384485888	roadremi	رِتاج		I rated Im Westen nichts Neues (2022) 8/10 #IMDb  https://t.co/Vu1hGps9Xh	de	[]	['https://www.imdb.com/title/tt1016150']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613697086939078656	False		0								[]				
1613697001903759363	1613697001903759363	2023-01-13 06:08:40 India Standard Time	2023-01-13	06:08:40	+0530	1316516335384485888	roadremi	رِتاج		I rated 1917 (2019) 8/10 #IMDb  https://t.co/EsmNU1IqQy	en	[]	['https://www.imdb.com/title/tt8579674']	[]	0	0	0	['imdb']	[]	https://twitter.com/RoadReMi/status/1613697001903759363	False		0								[]				
