,S_No,user_id,username,tweet,unix_time,title,year,rating
645,761746,34642072,fattygong,I rated Philomena 8/10 ,1389940249,,,
646,761747,1562805685,A_Film_Student,I rated Jackass Number Two 8/10 ,1389940108,,,
647,761748,27723593,Syl_Cooper,I rated The Wolf of Wall Street 8/10 ,1389940027,,,
648,761749,233688463,Books_Not_Wooks,I rated Pickpocket 8/10 ,1389939997,,,
649,761750,206838097,Mohd_Alnasser,I rated Jack Ryan: Shadow Recruit 7/10 ,1389939756,,,
650,761751,63689941,Akcanergin,I rated The Killing Room 5/10 ,1389939440,,,
651,761752,253803673,tanmanswanson,I rated 12 Angry Men 7/10 ,1389939007,,,
652,761753,48713681,andreruhe,I rated The Wolf of Wall Street 9/10 ,1389938853,,,
653,761754,90989279,HeavyJay82,I rated The Quick and the Dead 7/10 ,1389937889,,,
654,761755,180111736,omarfoda,I rated Blue Is the Warmest Color 8/10 ,1389937696,,,
655,761756,254139101,NAL_MBA,I rated 12 Years a Slave 8/10 ,1389937629,,,
656,761757,92971333,mkok2,I rated Evil Dead 8/10 ,1389937429,,,
657,761758,1189803451,spiros_almpanis,I rated The Spectacular Now 7/10 ,1389937352,,,
658,761759,17342574,JosephSBridges,I rated Short Term 12 7/10 ,1389937114,,,
659,761760,431122956,1_ahmadalqallaf,I rated Fight Club 8/10 ,1389937056,,,
660,761761,325115256,Sul3tn,I rated Number Crunch 10/10 ,1389936752,,,
661,761762,169943324,Saruuuuuuuuu,I rated The Wolf of Wall Street 10/10 ,1389936633,,,
662,761763,169943324,Saruuuuuuuuu,I rated Blue Jasmine 8/10 ,1389936569,,,
663,761764,120649334,ibosoy,I rated Hugo 6/10  http://t.co/kU5Er347ZQ,1389936534,,,
664,761765,169943324,Saruuuuuuuuu,I rated Gravity 10/10 ,1389936451,,,
665,761766,52075588,RohanMM,I rated Mean Streets 9/10 ,1389936229,,,
666,761767,363853315,crumblycheddar,I rated My Sister's Keeper 8/10 ,1389936188,,,
667,761768,305145676,leemodnb,I rated The Wolf of Wall Street 9/10 ,1389935920,,,
668,761769,153687483,f1rebolt,I rated The East 10/10 ,1389935761,,,
669,761770,229985772,patrickdconinck,I rated La cinquième saison 6/10 ,1389935216,,,
670,761771,554549440,capt_weeble,I rated The Secret Life of Walter Mitty 6/10 ,1389934799,,,
671,761772,149632845,rockarlosq,I rated Búsqueda implacable 2 8/10 ,1389934762,,,
672,761773,149632845,rockarlosq,I rated Búsqueda implacable 9/10 ,1389934733,,,
673,761774,25095658,mykey987,I rated Oblivion 6/10 ,1389934682,,,
674,761775,149632845,rockarlosq,I rated Jerry Maguire 7/10 ,1389934630,,,
675,761776,149632845,rockarlosq,I rated Patton 9/10 ,1389934597,,,
676,761777,397258688,H______K______T,I rated Trust 8/10 ,1389934574,,,
677,761778,33562658,_robbiec83,I rated Playback 4/10 ,1389934527,,,
678,761779,149632845,rockarlosq,I rated Un domingo cualquiera 6/10 ,1389934520,,,
679,761780,149632845,rockarlosq,I rated John Carter: Entre dos mundos 6/10 ,1389934492,,,
680,761781,149632845,rockarlosq,I rated Lo imposible 8/10 ,1389934463,,,
681,761782,149632845,rockarlosq,I rated Juegos de poder 7/10 ,1389934437,,,
682,761783,149632845,rockarlosq,I rated Charlie y la fábrica de chocolate 6/10 ,1389934410,,,
683,761784,166315680,ismetkaramanKC,I rated Cloudy with a Chance of Meatballs 2 7/10 ,1389934392,,,
684,761785,149632845,rockarlosq,I rated Jack Reacher: Bajo la mira 7/10 ,1389934387,,,
685,761786,149632845,rockarlosq,I rated La carrera de la muerte 5/10 ,1389934360,,,
686,761787,149632845,rockarlosq,I rated My Own Love Song 5/10 ,1389934331,,,
687,761788,245377211,von_dude,I rated The Wolf of Wall Street 4/10 ,1389934329,,,
688,761789,503047639,AdamCH91,I rated 12 Years a Slave 9/10 ,1389934320,,,
689,761790,149632845,rockarlosq,I rated We Were Soldiers 7/10 ,1389934317,,,
690,761791,149632845,rockarlosq,I rated The Secret Life of Walter Mitty 8/10 ,1389934297,,,
691,761792,171851944,tomasmitana,I rated The Wolf of Wall Street 7/10 ,1389934269,,,
692,761793,24477224,DrewMula,I rated American Hustle 9/10 ,1389934010,,,
693,761794,450562500,BogdanMarincu,I rated Dune 4/10 ,1389933953,,,
694,761795,73095437,alibrahim83,I rated Short Term 12 7/10 ,1389933886,,,
695,761796,265468023,fawazar94,I rated The Hunger Games: Catching Fire 7/10 ,1389933837,,,
696,761797,265468023,fawazar94,I rated Djinn 6/10 ,1389933753,,,
697,761798,268249446,turkelmehmet,I rated Her 10/10  #IMDB  http://t.co/7oUVCfQ5x0,1389933720,,,
698,761799,89414810,giorgostatsios,I rated The Artist 6/10 ,1389933714,,,
699,761800,49322321,hazelw90,I rated Inside Llewyn Davis 8/10 ,1389933701,,,
700,761801,753309914,ItsyaboiBoyd,I rated Her 10/10 ,1389933682,,,
701,761802,265468023,fawazar94,I rated Gravity 9/10 ,1389933597,,,
702,761803,67923074,MrKalenda,I rated Kapitonas Phillips 8/10 ,1389933456,,,
703,761804,265468023,fawazar94,I rated jOBS 4/10 ,1389933396,,,
704,761805,23000442,qyasogk,I rated Scenic Route 8/10 ,1389933368,,,
705,761806,18935670,a_mcnamee,"I rated You, Me &amp; Marley 5/10 ",1389933353,,,
706,761807,27723593,Syl_Cooper,I rated jOBS 4/10 ,1389933237,,,
707,761808,25812222,Manfonse,I rated The Cabin in the Woods 2/10 ,1389933210,,,
708,761809,1449779701,RoeeShabo22,I rated 3096 Days 7/10 ,1389932855,,,
709,761810,108958279,ChildishJambino,I rated Dallas Buyers Club 8/10 ,1389932827,,,
710,761811,223191013,rajallover,I rated What Maisie Knew 7/10 ,1389932734,,,
711,761812,217527323,derooijRobin,I rated Saw IV 7/10 ,1389932338,,,
712,761813,42429114,danielestiglitz,I rated “American Hustle” 7/10 ,1389932279,,,
713,761814,39350328,gbrakos,I rated Carrie 7/10 ,1389932238,,,
714,761815,456097163,paddddeh,I rated Casino 9/10 ,1389932233,,,
715,761816,39350328,gbrakos,I rated Vanishing Waves 6/10 ,1389932155,,,
716,761817,118814937,H_Squire,I rated 12 Years a Slave 9/10 ,1389932130,,,
717,761818,21613801,RoboGaz,I rated About Time 8/10 ,1389932124,,,
718,761819,49687541,andreashadj,I rated Side Effects 7/10 ,1389932097,,,
719,761820,539141285,StigLykkenNygrd,I rated Hundreåringen som klatret ut gjennom vinduet og forsvant 8/10 ,1389932057,,,
720,761821,23579182,nickharvey2242,I rated Inside Llewyn Davis 8/10 ,1389931768,,,
721,761822,358503091,iOmrMv,I rated The Long Bright Dark 8/10 ,1389931598,,,
722,761823,217581742,zijdervelddh,I rated Jack Ryan: Shadow Recruit 7/10 ,1389931586,,,
723,761824,333052592,beckersdieter,I rated 12 Years a Slave 9/10  http://t.co/B5qxZfsNZq,1389931586,,,
724,761825,18282610,xMort,I rated The Wolf of Wall Street 8/10 ,1389931552,,,
725,761826,21148056,DavePaylor,I rated The Ninth Gate 7/10 ,1389931514,,,
726,761827,403579432,wraggy1986,I rated Jackass Presents: Bad Grandpa 4/10 ,1389931502,,,
727,761828,265430109,Devahr,I rated Mandela: Del mito al hombre 4/10 ,1389931403,,,
728,761829,275505843,Marlene_dKoning,I rated The Bourne Identity 8/10  http://t.co/MxMGPGVkIv,1389931349,,,
729,761830,403579432,wraggy1986,I rated Last Vegas 8/10 ,1389931282,,,
730,761831,44389039,zwentner,I rated Vivre Sa Vie 8/10 ,1389931184,,,
731,761832,211561695,Moolan_,I rated A Good Year 7/10 ,1389930981,,,
732,761833,61198177,waldi76,I rated The Day - Fight. Or Die. 4/10 ,1389930748,,,
733,761834,63100586,sacetananth,I rated Wild Bill 6/10 ,1389930680,,,
734,761835,325152090,kostacurtas,I rated Ender's Game 3/10 ,1389930625,,,
735,761836,211284236,galavizcota,I rated Carrie 3/10 ,1389930458,,,
736,761837,321001800,levear7,I rated Limitless 8/10 ,1389930399,,,
737,761838,38969544,BraggyBRFC,I rated The Front Line 8/10 ,1389930354,,,
738,761839,65111663,JackShelbourn,I rated Killer Joe 3/10 ,1389930078,,,
739,761840,2470651,celebritarian,I rated 11:14 8/10 ,1389930039,,,
740,761841,111427750,KarabatMehmet,I rated Reign of Fire 7/10 ,1389929999,,,
741,761842,796226870,egocogito80,I rated Vita di Pi 8/10 ,1389929969,,,
742,761843,14426866,kireg,I rated Diana 5/10 ,1389929898,,,
743,761844,15742155,gothicyogini,I rated Devil's Due 1/10 ,1389929845,,,
744,761845,39513441,adamclad,I rated The Selfish Giant 6/10 ,1389929807,,,
745,761846,61973562,addygunners,I rated Luther 9/10 ,1389929690,,,
746,761847,84389890,maxwellhubbard,I rated Dallas Buyers Club 8/10 ,1389929657,,,
747,761848,20304340,DVincenzo,I rated Gravidade 8/10 ,1389929437,,,
748,761849,129216569,CanWhiteside,I rated Moonrise Kingdom 7/10 (2012),1389929415,,,
749,761850,550958055,AlmaGrof,I rated Veep 7/10 ,1389929342,,,
750,761851,376950898,Irelandrory,I rated I'm So Excited! 7/10 ,1389929246,,,
751,761852,615970114,RaedAfana,I rated Jack Ryan: Shadow Recruit 7/10 ,1389928849,,,
752,761853,135283877,Jordi_lord,I rated Training Day 6/10 ,1389928589,,,
753,761854,204492884,jazzyjeff86,I rated American Hustle 7/10 ,1389928535,,,
754,761855,58753324,dwarf_power,I rated Le Majordome 7/10 ,1389928389,,,
755,761856,44410486,neilwheeler88,I rated Lone Survivor 8/10 ,1389928344,,,
756,761857,319868230,iFaisl,I rated Ek Tha Tiger 8/10 ,1389928329,,,
757,761858,391417870,lolbob27,I rated Mr. &amp; Mrs. Smith 7/10 ,1389928144,,,
758,761859,303212670,palmoselite123,I rated 12 Years a Slave 8/10 ,1389928005,,,
759,761860,319868230,iFaisl,I rated Ek Tha Tiger 8/10 ,1389927968,,,
760,761861,156010992,herolion722,I rated The Shawshank Redemption 10/10 ,1389927918,,,
761,761862,1030798748,ValeriaPedrazz1,I rated Love Is All You Need 6/10 ,1389927734,,,
762,761863,25812222,Manfonse,I rated Scarface 8/10 ,1389927716,,,
763,761864,20034478,iMattRichardson,I rated The Human Race 2/10 ,1389927624,,,
764,761865,167748318,GB_NINJA,I rated Dracula 7/10 ,1389927576,,,
765,761866,143754542,MarksLife1977,I rated True Detective 9/10 ,1389927560,,,
766,761867,180111736,omarfoda,I rated Blue Jasmine 7/10 ,1389927398,,,
767,761868,121377261,Gregory_Ktr,I rated Trance 3/10 ,1389927291,,,
768,761869,39060615,ar_pharazon85,I rated 2012 2/10 ,1389927210,,,
769,761870,257611566,GavEvans81,I rated The Driller Killer 2/10 ,1389927167,,,
770,761871,106413662,patr1kt0th,I rated Percy Jackson: Sea of Monsters 6/10,1389927166,,,
771,761872,306827014,ufkshin,I rated Blue Jasmine 8/10 ,1389927164,,,
772,761873,111563548,cihangirgurkan,I rated Captain Phillips 10/10 ,1389926942,,,
773,761874,809829366,PhoenixBlackOps,"I rated Jeff, Who Lives at Home 6/10 ",1389926565,,,
774,761875,23757727,Dweeksey,I rated Her 7/10 ,1389926558,,,
775,761876,846101336,ialirazanaqvi,I rated Dedh Ishqiya 6/10 ,1389926499,,,
776,761877,14311610,leighpointer,I rated $50K and a Call Girl: A Love Story 9/10 ,1389926371,,,
777,761878,334943965,M7md_Sleem,I rated Jack Ryan: Shadow Recruit 8/10 ,1389926259,,,
778,761879,143473531,gvas26,I rated #You'reNext 7/10 ,1389926253,,,
779,761880,65338843,Keozar,I rated Enough Said 6/10 ,1389926167,,,
780,761881,30625066,MichaelSaouli,"I rated To C.I.R., with Love 6/10 ",1389925676,,,
781,761882,219810629,SinanAdnan,I rated The Wolf of Wall Street 9/10 ,1389925371,,,
782,761883,25894930,Donebystan,I rated Jackass Presents: Bad Grandpa 10/10 ,1389925240,,,
783,761884,217527323,derooijRobin,I rated Saw III 7/10 ,1389925199,,,
784,761885,107978229,matusisko_,I rated X2 8/10 ,1389925152,,,
785,761886,136914065,MRLiCK72,I rated Predator 9/10 ,1389924898,,,
786,761887,264198345,fl0rinb,I rated The Music Never Stopped 8/10 ,1389924847,,,
787,761888,28817548,ThatBeigeCouch,I rated Devil's Due 1/10 ,1389924787,,,
788,761889,381191431,Leo_Gbg,I rated The Secret Life of Walter Mitty 6/10 ,1389924724,,,
789,761890,381191431,Leo_Gbg,I rated American Hustle 8/10 ,1389924617,,,
790,761891,381191431,Leo_Gbg,I rated Evil Dead 7/10 ,1389924566,,,
791,761892,381191431,Leo_Gbg,I rated Paranormal Activity: The Marked Ones 6/10 ,1389924521,,,
792,761893,381191431,Leo_Gbg,I rated Hobbit: Smaugs ödemark 8/10 ,1389924435,,,
793,761894,44144302,LiqRom,I rated Bitter Moon 8/10 ,1389924423,,,
794,761895,257611566,GavEvans81,I rated Frozen 7/10 ,1389924263,,,
795,761896,313815318,MrTooMuchCoffee,I rated 47 Ronin 10/10 ,1389924176,,,
796,761897,1243218606,Corianne,I rated The Girl Who Leapt Through Time 8/10 ,1389924160,,,
797,761898,31710530,jdscrubs27,I rated 12 Years a Slave 9/10 ,1389924109,,,
798,761899,344665227,alimazinfaisal,I rated The Love Guru 7/10 ,1389923723,,,
799,761900,44144302,LiqRom,I rated The Englishman Who Went Up a Hill But Came Down a Mountain 7/10 ,1389923532,,,
800,761901,841864111,kerimhandumann,I rated Flight 10/10 ,1389923094,,,
801,761902,17310794,intrados,I rated Prometheus 2/10 ,1389922674,,,
802,761903,377249170,Rosenkavalier70,I rated Simon #Schama's Power of Art 7/10 ,1389922624,,,
803,761904,253807441,MahranElPop,I rated American Hustle 9/10 ,1389922458,,,
804,761905,3313111,yakobusan,I rated American Hustle 8/10 ,1389922246,,,
805,761906,376950898,Irelandrory,I rated Grown Ups 2 1/10 ,1389921968,,,
806,761907,137121944,Jacko1889,I rated Up 7/10 ,1389921669,,,
807,761908,235327687,Tony_Flo,I rated The Great Beauty 7/10 ,1389921508,,,
808,761909,319868230,iFaisl,I rated Rush 7/10 ,1389921430,,,
809,761910,338468714,Sinebug,I rated Lone Survivor 10/10 ,1389921425,,,
810,761911,319868230,iFaisl,I rated Rush 7/10 ,1389921286,,,
811,761912,20422186,calumcolton,I rated The Hobbit: The Desolation of Smaug 7/10 ,1389920985,,,
812,761913,200986135,YAZEED_H,I rated 12 Years a Slave 9/10 ,1389920860,,,
813,761914,383817636,pavel_puzanov,I rated Во все тяжкие 10/10 ,1389920023,,,
814,761915,107978229,matusisko_,I rated X-Men 7/10 ,1389919692,,,
815,761916,109784538,traficantu99,I rated Adore 4/10 ,1389919591,,,
816,761917,332638081,kotsos72000,I rated Odigos diaplokis 6/10 ,1389918619,,,
817,761918,2246029614,ryanjdennison,I rated #JudgePriest 5/10 ,1389917727,,,
818,761919,2199189492,iAnas_LFC,I rated Out of the Furnace 6/10 ,1389917719,,,
819,761920,466435738,peter_wd,I rated The Secret Life of Walter Mitty 8/10 ,1389917644,,,
820,761921,107833615,baz9torres,I rated The Wolf of Wall Street 7/10 ,1389917201,,,
821,761922,301886796,El7mn_92,I rated Sherlock Holmes 9/10 ,1389916929,,,
822,761923,377497915,savemebarry12,I rated Spartacus: Gods of the Arena 10/10 ,1389916815,,,
823,761924,152622236,cozekt,I rated The Place Beyond the Pines 8/10 ,1389916612,,,
824,761925,356672183,aak112,I rated Blue Jasmine 8/10 ,1389916305,,,
825,761926,241681339,F5285,I rated Captain Phillips 9/10 ,1389915435,,,
826,761927,48085062,Aaron_Lout,I rated Gravity 8/10,1389915304,,,
827,761928,128236258,muse_theptas,I rated The Place Beyond the Pines 7/10 ,1389914880,,,
828,761929,623360797,cinEmotionpix,I rated #JohnCarter 7/10 ,1389914811,,,
829,761930,16167661,albertopilato,I rated American Hustle - L'apparenza inganna 8/10 ,1389913723,,,
830,761931,235327687,Tony_Flo,I rated Her 7/10 ,1389913624,,,
831,761932,486365718,Ronak_Kamat,I rated Inside Llewyn Davis 9/10 ,1389913449,,,
832,761933,384387217,karthikselvarjn,I rated Intelligence 7/10 ,1389913283,,,
833,761934,384387217,karthikselvarjn,I rated The Wolf of Wall Street 8/10 ,1389913262,,,
834,761935,120144723,SkillnMovement,I rated Skyfall 7/10 ,1389912947,,,
835,761936,359373770,aliccoo,I rated jOBS 7/10 ,1389912901,,,
836,761937,870689142,Will_AL_Davis,I rated 12 Years a Slave 10/10 ,1389912338,,,
837,761938,107978229,matusisko_,I rated Panic Room 8/10 ,1389910858,,,
838,761939,633753027,JonathanIppoli1,I rated 10 Behind-the-Scenes Peeks; Bonus Segments; Tests &amp; Story Updates 8/10 ,1389910676,,,
839,761940,946663158,RossWebber1,I rated 12 Years a Slave 9/10 ,1389910665,,,
840,761941,81087755,DuyguToplan,I rated The Hobbit: The Desolation of Smaug 8/10 ,1389910608,,,
841,761942,76457273,DOPreston,I rated I Give It a Year 7/10 ,1389910531,,,
842,761943,33562658,_robbiec83,I rated The Impossible 8/10 ,1389910482,,,
843,761944,235070558,SPolatTuc,I rated Her 6/10 ,1389909867,,,
844,761945,1541466482,Nikkiyapyc,I rated The Heat 7/10 ,1389909617,,,
845,761946,108604721,omkpatil,I rated Limitless 10/10 ,1389909597,,,
846,761947,424664545,sluggerctm,I rated Ghost Dog: The Way of the Samurai 6/10  http://t.co/7WEgonuX6B,1389909593,,,
847,761948,120144723,SkillnMovement,I rated Prometheus 7/10 ,1389909510,,,
848,761949,11998132,AbOd,I rated Lone Survivor 4/10 ,1389909436,,,
849,761950,120144723,SkillnMovement,I rated RoboCop 8/10 ,1389909386,,,
850,761951,120144723,SkillnMovement,I rated Blade Runner 10/10 ,1389909341,,,
851,761952,90090667,ChrisTofuKnarr,I rated Grudge Match 7/10 ,1389909061,,,
852,761953,244073143,mubarak242,I rated Luther 10/10 ,1389909056,,,
853,761954,337566792,IsmaelHashim,I rated The Wolf of Wall Street 9/10 ,1389909043,,,
854,761955,7170122,terribly,I rated August: Osage County 7/10 ,1389908951,,,
855,761956,136575990,Zzzzuuuppp,I rated Sherlock 10/10 ,1389908698,,,
856,761957,211125473,AzizSk91,I rated Last Vegas 7/10 ,1389908693,,,
857,761958,38113243,vinitbhavi,I rated Rush 8/10 ,1389908495,,,
858,761959,232392934,chandramohan23,I rated 2012 8/10 ,1389908408,,,
859,761960,101993035,lucaschongwj,I rated Her 9/10 ,1389908291,,,
860,761961,232392934,chandramohan23,I rated The Dark Knight 10/10 ,1389908281,,,
861,761962,633753027,JonathanIppoli1,I rated The Vessel 8/10 ,1389908058,,,
862,761963,250711809,nawienrgrth,I rated The Godfather 9/10 ,1389907773,,,
863,761964,265502208,nickoli2238,I rated Jurassic Park III 7/10 ,1389907487,,,
864,761965,265502208,nickoli2238,I rated The Lost World: Jurassic Park 8/10 ,1389907476,,,
865,761966,265502208,nickoli2238,I rated Jurassic Park 10/10 ,1389907466,,,
866,761967,20339966,rocamah,I rated The Internship 8/10 ,1389906393,,,
867,761968,1250156154,Joharah__mulh,I rated Avatar 10/10 ,1389906237,,,
868,761969,232392934,chandramohan23,I rated Marvin's Room 9/10 ,1389906073,,,
869,761970,232392934,chandramohan23,I rated Doubt 10/10 ,1389905981,,,
870,761971,232392934,chandramohan23,I rated The Devil Wears Prada 9/10 ,1389905962,,,
871,761972,106765248,marekmiklas82,I rated New Year's Day 9/10 ,1389905952,,,
872,761973,232392934,chandramohan23,I rated Night at the Museum: Battle of the Smithsonian 9/10 ,1389905838,,,
873,761974,232392934,chandramohan23,I rated Julie &amp; Julia 10/10 ,1389905815,,,
874,761975,265286418,tifosidex,I rated Cloudy with a Chance of Meatballs 7/10 ,1389905515,,,
875,761976,633753027,JonathanIppoli1,I rated Protect the Coven 9/10 ,1389905509,,,
876,761977,227076042,jacobrener,I rated The Wolf of Wall Street 9/10  http://t.co/5ZphhafUwz,1389905439,,,
877,761978,334976736,ActungYall,I rated Dallas Buyers Club 8/10 ,1389905212,,,
878,761979,1082066024,msemsarian,I rated True Detective 9/10 ,1389905176,,,
879,761980,1082066024,msemsarian,I rated Blue Jasmine 6/10 ,1389905083,,,
880,761981,60911483,ravadosa9,I rated Out of the Furnace 7/10 ,1389904971,,,
881,761982,60911483,ravadosa9,I rated The Wolf of Wall Street 8/10 ,1389904828,,,
882,761983,60911483,ravadosa9,I rated The Secret Life of Walter Mitty 7/10 ,1389904777,,,
883,761984,14458700,bowling007,I rated The Day After Tomorrow 7/10 ,1389904246,,,
884,761985,3313111,yakobusan,I rated Lone Survivor 8/10 ,1389904142,,,
885,761986,128816115,i3was,I rated Gravity 10/10 ,1389903971,,,
886,761987,211284236,galavizcota,I rated The Hunt for Red October 6/10 ,1389903426,,,
887,761988,444744298,frogberry,I rated Under the Dome 10/10 ,1389902902,,,
888,761989,423035694,majed7878,I rated Dredd 7/10 ,1389902856,,,
889,761990,170856531,TheJoelest,I rated The Hitchhiker's Guide to the Galaxy 8/10 ,1389902764,,,
890,761991,62749239,donje__,I rated The Unspeakable Act 6/10 ,1389902612,,,
891,761992,633753027,JonathanIppoli1,I rated Road Trip 9/10 ,1389902578,,,
892,761993,38634303,sutandd,I rated Jack Ryan: Shadow Recruit 7.8/10 ,1389902416,,,
893,761994,1291763293,leekhan1980,I rated Android Apocalypse 1/10 ,1389902030,,,
894,761995,352042990,Orafon,I rated 12 Years a Slave 5/10 ,1389901987,,,
895,761996,17035439,ecxs,I rated Gravity 6/10 ,1389901927,,,
896,761997,466435738,peter_wd,I rated The Internship 7/10 ,1389901732,,,
897,761998,1291763293,leekhan1980,I rated Cirque du Freak: The Vampire's Assistant 5/10 ,1389901507,,,
898,761999,431122956,1_ahmadalqallaf,I rated Pulp Fiction 7/10 ,1389901171,,,
899,762000,30824681,MarkBarrieEwing,I rated Sherlock Holmes 7/10 ,1389900782,,,
900,762001,633753027,JonathanIppoli1,I rated Fired Up 8/10 ,1389900721,,,
901,762002,210676048,THSZone,I rated White House Down 7/10 ,1389899860,,,
902,762003,322062669,reddibaggie,I rated Castle 10/10 ,1389899645,,,
903,762004,499963817,Mahdi_Tamimi,I rated Warrior 8/10 ,1389899605,,,
904,762005,499963817,Mahdi_Tamimi,I rated The Sixth Sense 8/10 ,1389899576,,,
905,762006,499963817,Mahdi_Tamimi,I rated A Beautiful Mind 9/10 ,1389899547,,,
906,762007,499963817,Mahdi_Tamimi,I rated Prisoners 8/10 ,1389899353,,,
907,762008,196304713,Al_Jurayan,I rated Taken 10/10 ,1389898348,,,
908,762009,26962145,KenKour,I rated The Hobbit: The Desolation of Smaug 10/10 ,1389898322,,,
909,762010,1458333564,sitcheh,I rated Red Hill 9/10  http://t.co/NVOrn0UPKw,1389896931,,,
910,762011,99959595,luisefe80,I rated Instructions Not Included 8/10 ,1389896794,,,
911,762012,461058753,Mohossamm,I rated Kick-Ass 2 8/10 ,1389895844,,,
912,762013,461058753,Mohossamm,I rated Kick-Ass 10/10 ,1389895745,,,
913,762014,185511402,WorapK,I rated #Troy 8/10 ,1389894875,,,
914,762015,271154584,OrcunKavruk,I rated The Avengers 9/10 ,1389894689,,,
915,762016,253029126,MattSpinaze,I rated Inside Llewyn Davis 6/10 ,1389893551,,,
916,762017,218421674,ubze,I rated The Butler 7/10 ,1389891727,,,
917,762018,43891786,chipsareready,I rated Jack Ryan: Shadow Recruit 7/10 ,1389891603,,,
918,762019,394635637,ArvidGruvo,I rated The Wolf of Wall Street 9/10 ,1389890605,,,
919,762020,226231668,AlexAssassin94,I rated Sherlock 10/10 ,1389890088,,,
920,762021,277229011,marieterry26,I rated S.E.I.Z.E. The Day 10/10 ,1389889908,,,
921,762022,978899664,XxSnake3EaterxX,I rated The Golden Hammer 10/10 ,1389889180,,,
922,762023,978899664,XxSnake3EaterxX,I rated Sherlock 10/10 ,1389889093,,,
923,762024,1268521177,Aziztalasi,I rated Lone Survivor 10/10 ,1389888930,,,
924,762025,187866103,CooCooXenia,I rated Hercules 10/10 ,1389888805,,,
925,762026,1568603155,jigsaw_96,I rated Daddy Day Care 9/10 ,1389888732,,,
926,762027,53121037,iancaster,I rated NOFX Backstage Passport 9/10 ,1389887965,,,
927,762028,53121037,iancaster,I rated Elysium 7/10 ,1389887626,,,
928,762029,69621652,fedorovpishet,I rated РЭД 7/10 ,1389887409,,,
929,762030,626435773,giorgosadv,I rated Odigos diaplokis 8/10 ,1389887120,,,
930,762031,192097769,wilson_smith93,I rated Her 10/10 ,1389886940,,,
931,762032,180111736,omarfoda,I rated Her 7/10 ,1389886930,,,
932,762033,53086268,UBvp,I rated Kick-Ass 2. 7/10 ,1389886685,,,
933,762034,357688831,interstellar78,I rated Jackass Presents: Bad Grandpa 6/10 ,1389885758,,,
934,762035,99261946,AbdulahPlays,I rated The Mentalist 8/10 ,1389885426,,,
935,762036,456873219,viciouslyKind,I rated Sherlock 10/10 ,1389885244,,,
936,762037,163314646,brunocesla,I rated Questão de Tempo 7/10 ,1389884650,,,
937,762038,344999220,fatim_saleh,I rated Dallas Buyers Club 9/10 ,1389883807,,,
938,762039,107978229,matusisko_,I rated Zodiac 8/10 ,1389883644,,,
939,762040,53640347,ross_lewell,I rated Sherlock 8/10 ,1389881071,,,
940,762041,291492398,Sarabeth_am,I rated Side Effects 9/10 ,1389881047,,,
941,762042,245266074,rybread_dc,I rated The Blacklist 9/10 ,1389880940,,,
942,762043,203417103,JH_Magicpond,I rated The Secret Life of Walter Mitty 7/10 ,1389880619,,,
943,762044,1291763293,leekhan1980,I rated The World Is Not Enough 7/10 ,1389880510,,,
944,762045,1291763293,leekhan1980,I rated Top Gun 10/10 ,1389880482,,,
945,762046,1291763293,leekhan1980,I rated Phone Booth 7/10 ,1389880399,,,
946,762047,1291763293,leekhan1980,I rated The Ninth Gate 7/10 ,1389880374,,,
947,762048,1291763293,leekhan1980,I rated Nowhere to Run 6/10 ,1389880343,,,
948,762049,1492089548,MattGoddard9,I rated Fruitvale Station 10/10 ,1389880198,,,
949,762050,268999156,RalenDarkwood,I rated Oblivion 7/10 ,1389879019,,,
950,762051,253029126,MattSpinaze,I rated Anchorman 2: The Legend Continues 7/10 ,1389878851,,,
951,762052,82573803,dmaniop,I rated Raise the Red Lantern 10/10 ,1389878472,,,
952,762053,1852431398,gabeargueta23,I rated Elysium 7/10 ,1389878205,,,
953,762054,1064430698,jeffreyclark77,I rated American Hustle 8/10 ,1389877568,,,
954,762055,288496434,blueaura18,I rated King Kong 7/10 ,1389877465,,,
955,762056,150978150,Hamza_ymcmb,I rated Harry Potter and the Prisoner of Azkaban 10/10 ,1389877343,,,
956,762057,36158775,MattJackson_,I rated Beyond: Two Souls 10/10 ,1389877254,,,
957,762058,1064430698,jeffreyclark77,I rated The Secret Life of Walter Mitty 7/10 ,1389877226,,,
958,762059,150978150,Hamza_ymcmb,I rated Prisoners 8/10 ,1389877201,,,
959,762060,288496434,blueaura18,I rated Fool's Gold 5/10 ,1389877162,,,
960,762061,288496434,blueaura18,I rated Layer Cake 6/10 ,1389877133,,,
961,762062,1064430698,jeffreyclark77,I rated 47 Ronin 6/10 ,1389877091,,,
962,762063,1064430698,jeffreyclark77,I rated Better Off Ted 7/10 ,1389876575,,,
963,762064,330690616,SokolatitsaPlus,I rated Perú Sabe 8/10,1389876033,,,
964,762065,466435738,peter_wd,I rated Inside Llewyn Davis 7/10 ,1389875890,,,
965,762066,988753609,PhilWillChil,I rated 12 Years a Slave 7/10 ,1389875613,,,
966,762067,213724902,Strizz12,I rated Go 8/10 ,1389875205,,,
967,762068,190873054,MeyerTimothyJ,I rated Oldboy 8/10,1389875113,,,
968,762069,253803673,tanmanswanson,I rated JFK 8/10 ,1389874810,,,
969,762070,20077038,DrewRit21,I rated Red Dawn 6/10  http://t.co/zRHoAxHFCz,1389873974,,,
970,762071,46089398,nukedkaltak,I rated The Wolf of Wall Street 10/10 ,1389873542,,,
